# logrechercheout.csv V1.0.1 - 02/01/2026 19:30:34
module;timestamp;temps_ms;languesaisie;langueutilisee;modulelangue;questionoriginale;question;filtres;sql;tri;base;mode;nb_patients;pathologies;ages;residu;erreur;session_id;ip_utilisateur;rating;type_probleme;commentaire
search.py;18/12/2025 03:58:29;681;en;en;glossaire_resolution;with latero-deviation with protrusion left|mandibular enfants ?;with latero-deviation with protrusion left|mandibular enfants ?;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""simule"", ""canonique"": ""Simule""}]}";;;base25000.db;compare;1;Classe II;;with latero-deviation with pro;;330db662-d820-4213-9b20-f6e445f9e73a;127.0.0.1;;;
search.py;18/12/2025 11:50:50;111;en;en;deepl;how many of patients of more of 14.603000000000002 years ?;how many of patients of more of 14.603000000000002 years ?;"{""criteres"": []}";;;base25000.db;rapide;0;Classe II;;;;9426bbda-5296-4b3b-b59a-0210bc691b98;127.0.0.1;👎;Pas assez de patients;Résultats incomplets.
search.py;18/12/2025 17:43:47;1490;Auto;fr;glossaire_fr;Nombre de patients avec ostéotomie unilatérale|modérée avec classe iii d'angle enfants avec molaire ?;Nombre de patients avec ostéotomie unilatérale|modérée avec classe iii d'angle enfants avec molaire ?;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""simule"", ""canonique"": ""Simule""}]}";;;base25000.db;compare;2;Classe II;;nombre de patients avec ostéot;;b0cac7e6-c346-409a-8eb2-087f7ff49524;127.0.0.1;;;
search.py;18/12/2025 21:38:00;1843;en;en;glossaire_resolution;men with dislocation ?;men with dislocation ?;"{""criteres"": []}";;;base25000.db;compare;66;Supraclusion;;men with dislocation ?;;2a9fa453-5f6f-4b0e-ae70-f02927fe732c;192.168.1.242;;;
search.py;18/12/2025 22:49:11;1533;Auto;fr;glossaire_fr;adultes avec infraclusion ?;adultes avec infraclusion ?;"{""criteres"": []}";;;base25000.db;compare;48;;;adultes avec infraclusion ?;;5044b0db-547c-42e0-9c18-689c030a00eb;192.168.1.118;;;
search.py;19/12/2025 05:28:00;139;Auto;fr;glossaire_fr;femmes  un ?;femmes  un ?;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""simule"", ""canonique"": ""Simule""}]}";;;base25000.db;rapide;73;;;;;c77deb5d-8e9a-4bd5-861a-5d372064c423;127.0.0.1;;;
search.py;19/12/2025 05:58:28;17;ja;ja;deepl;男性  combien ?;男性  combien ?;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""simule"", ""canonique"": ""Simule""}]}";;;base25000.db;rapide;46;;;男性  combien ?;;ac285223-7d61-4cd0-8823-605ac909ad03;127.0.0.1;;;
search.py;19/12/2025 07:37:16;4258;Auto;fr;glossaire_fr;femmes ?;femmes ?;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""simule"", ""canonique"": ""Simule""}]}";;;base25000.db;ia;32;;;;;89718cdf-8998-48a8-9f4c-415a52dabff9;127.0.0.1;👍;;Outil performant, je recommande.
search.py;19/12/2025 11:00:58;34;Auto;fr;glossaire_fr;de plus de 14.780000000000001 ans hommes ?;de plus de 14.780000000000001 ans hommes ?;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""simule"", ""canonique"": ""Simule""}]}";;;base25000.db;rapide;45;Infraclusion;;;;47c74015-a991-4ffe-a336-4f6dfe9c2a65;127.0.0.1;👎;Bug IHM;Erreur d'affichage des résultats.
search.py;19/12/2025 13:15:51;1019;Auto;fr;glossaire_fr;de plus de 9.273 ans ?;de plus de 9.273 ans ?;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""simule"", ""canonique"": ""Simule""}]}";;;base25000.db;union;20;;;;;1d2cfb89-4b2b-474d-a32e-583e4c89f71f;127.0.0.1;;;
search.py;19/12/2025 13:28:31;127;en;en;glossaire_resolution;of less than 14.425 years with footprint men with hollowness ?;of less than 14.425 years with footprint men with hollowness ?;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""simule"", ""canonique"": ""Simule""}]}";;;base25000.db;rapide;14;;;;;6bf3df4b-a266-43f3-997e-4f45831db780;192.168.1.185;👎;Bug IHM;Interface figée.
search.py;19/12/2025 13:32:14;1143;Auto;fr;glossaire_fr;Nombre de patients avec béance femmes ?;Nombre de patients avec béance femmes ?;"{""criteres"": []}";;;base25000.db;compare;37;;;nombre de patients avec béance;;bf6082f8-ac37-4518-a76f-5a5f6ccee098;127.0.0.1;;;
search.py;19/12/2025 16:24:34;104;ja;ja;glossaire_resolution;男性 と 転位 ?;男性 と 転位 ?;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""simule"", ""canonique"": ""Simule""}]}";;;base25000.db;rapide;12;;;;;2f3bbe03-3996-436d-8310-479b44aa0834;127.0.0.1;👎;Bug IHM;Page blanche après la recherche.
search.py;19/12/2025 18:02:00;885;Auto;fr;glossaire_fr;avec dentition temporaire enfants ?;avec dentition temporaire enfants ?;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""simule"", ""canonique"": ""Simule""}]}";;;base25000.db;union;40;;;;;f675f879-e909-425f-9c7f-4a02dc4bb677;127.0.0.1;👎;Bug IHM;Le scroll ne marche pas.
search.py;19/12/2025 18:34:17;746;ja;ja;glossaire_resolution;Nombre より 患者 と がらんどう 女性 ?;Nombre より 患者 と がらんどう 女性 ?;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""simule"", ""canonique"": ""Simule""}]}";;;base25000.db;compare;33;Infraclusion;;nombre より 患者 と がらんどう 女性 ?;;96166172-c455-420b-b8cd-101066c9121f;127.0.0.1;👎;Bug IHM;L'interface ne répond plus.
search.py;19/12/2025 18:51:45;643;Auto;fr;glossaire_fr;Nombre de patients avec ankylose femmes de plus de 4.558 ans ?;Nombre de patients avec ankylose femmes de plus de 4.558 ans ?;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""simule"", ""canonique"": ""Simule""}]}";;;base25000.db;union;58;Béance;;;;98613de1-a2bc-451f-b619-a81e943bdc86;192.168.1.86;;;
search.py;19/12/2025 21:57:22;112;Auto;fr;glossaire_fr;Combien de patients avec claquement articulaire avec béance de plus de 8.561 ans ?;Combien de patients avec claquement articulaire avec béance de plus de 8.561 ans ?;"{""criteres"": []}";;;base25000.db;rapide;294;Supraclusion;;;;66167d51-b75d-4391-8f83-1f762bb7dfc6;192.168.1.159;;;
search.py;20/12/2025 00:47:50;891;ja;ja;deepl;男性 ?;男性 ?;"{""criteres"": []}";;;base25000.db;union;147;Classe II;;;;808b4e84-a035-4155-b879-089763026441;127.0.0.1;;;
search.py;20/12/2025 02:23:45;1763;ja;ja;deepl;女性 ?;女性 ?;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""simule"", ""canonique"": ""Simule""}]}";;;base25000.db;compare;34;Infraclusion;;;;3d8297d8-35e5-4b05-b552-8312fc58ed67;127.0.0.1;👍;;Très bien, continue comme ça !
search.py;20/12/2025 02:55:33;4866;Auto;fr;glossaire_fr;avec élastiques intermaxillaires femmes ?;avec élastiques intermaxillaires femmes ?;"{""criteres"": []}";;;base25000.db;ia;26;Supraclusion;;avec élastiques intermaxillair;;40b4afa1-9aba-4850-a624-04254bea659d;127.0.0.1;;;
search.py;20/12/2025 03:46:11;1143;Auto;fr;glossaire_fr;femmes  feriez ?;femmes  feriez ?;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""simule"", ""canonique"": ""Simule""}]}";;;base25000.db;compare;32;Classe II;;femmes  feriez ?;;b408b36c-44e9-426b-9be5-aa632bcad57e;127.0.0.1;;;
search.py;20/12/2025 03:58:12;143;Auto;fr;glossaire_fr;Combien de patients avec ressaut articulaire ?;Combien de patients avec ressaut articulaire ?;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""simule"", ""canonique"": ""Simule""}]}";;;base25000.db;rapide;19;Classe II;;combien de patients avec ressa;;b4c5b9e2-5785-4d06-8113-a1386c19a348;192.168.1.184;👎;Bug IHM;Page blanche après la recherche.
search.py;20/12/2025 08:26:45;1921;ja;ja;glossaire_resolution;と 緊急 ?;と 緊急 ?;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""simule"", ""canonique"": ""Simule""}]}";;;base25000.db;union;50;Bruxisme;;と 緊急 ?;;a5c069c4-57af-4661-964b-fffe480c202f;127.0.0.1;;;
search.py;20/12/2025 08:47:33;903;en;en;glossaire_resolution;women ?;women ?;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""simule"", ""canonique"": ""Simule""}]}";;;base25000.db;union;25;Bruxisme;;women ?;;ca303c32-656a-487f-a417-f84046512cc6;127.0.0.1;👎;Trop de patients;Résultats non filtrés correctement.
search.py;20/12/2025 13:39:05;1289;en;en;deepl;with ceramics women of more of 11.728000000000002 years ?;with ceramics women of more of 11.728000000000002 years ?;"{""criteres"": []}";;;base25000.db;union;42;;;;;3fd4870c-ecab-47af-8927-12c54b362b66;192.168.1.137;;;
search.py;20/12/2025 14:57:24;90;Auto;fr;glossaire_fr;Combien de patients hommes avec déviation mandibulaire ?;Combien de patients hommes avec déviation mandibulaire ?;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""simule"", ""canonique"": ""Simule""}]}";;;base25000.db;rapide;36;Infraclusion;;combien de patients hommes ave;;75ac713f-7d3c-4639-8739-b85299f2a58a;127.0.0.1;👍;;Nickel chrome !
search.py;20/12/2025 16:33:49;1882;Auto;fr;glossaire_fr;de moins de 27.613 ans femmes ?;de moins de 27.613 ans femmes ?;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""simule"", ""canonique"": ""Simule""}]}";;;base25000.db;compare;5;Béance;;;;9a54882f-2694-4a35-bdcf-4ee772eec7f6;127.0.0.1;;;
search.py;20/12/2025 19:43:56;4590;Auto;fr;glossaire_fr;Nombre de patients avec ankylose femmes de plus de 4.558 ans ?;Nombre de patients avec ankylose femmes de plus de 4.558 ans ?;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""simule"", ""canonique"": ""Simule""}]}";;;base25000.db;ia;34;Infraclusion;;;;f7b62727-d0e6-4775-bb38-8d7d24b2869d;127.0.0.1;;;
search.py;20/12/2025 21:37:07;719;Auto;fr;glossaire_fr;de moins de 14.425 ans avec empreinte hommes avec béance ?;de moins de 14.425 ans avec empreinte hommes avec béance ?;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""simule"", ""canonique"": ""Simule""}]}";;;base25000.db;compare;77;Bruxisme;;;;ff153b8d-f591-4d02-babd-6de0eb798c8d;127.0.0.1;👎;Pas assez de patients;La recherche ignore certains cas.
search.py;20/12/2025 23:28:30;1708;en;en;glossaire_resolution;women ?;women ?;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""simule"", ""canonique"": ""Simule""}]}";;;base25000.db;compare;51;Béance;;;;59c5cf2d-ef4d-40c2-ad4d-1579c8ff3a8e;192.168.1.3;👎;Trop de patients;Trop de faux positifs.
search.py;20/12/2025 23:53:27;130;Auto;fr;glossaire_fr;femmes avec bruxisme ?;femmes avec bruxisme ?;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""simule"", ""canonique"": ""Simule""}]}";;;base25000.db;rapide;31;Classe II;;;;6bbd1798-8418-459c-84e7-bb362d3f74c7;192.168.1.32;👎;Pas assez de patients;Où sont passés mes patients ?
search.py;21/12/2025 05:11:01;81;ja;ja;deepl;男性 ?;男性 ?;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""simule"", ""canonique"": ""Simule""}]}";;;base25000.db;rapide;93;Supraclusion;;;;56b8610d-b53b-4bc1-a3be-18b464da2ad9;127.0.0.1;👎;Trop de patients;Recherche trop permissive.
search.py;21/12/2025 05:12:31;717;Auto;fr;glossaire_fr;Combien de patients avec arthrose nocturne ?;Combien de patients avec arthrose nocturne ?;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""simule"", ""canonique"": ""Simule""}]}";;;base25000.db;compare;38;Bruxisme;;;;a21b0f48-69f4-4cbb-a9dc-68e52425d6cd;127.0.0.1;;;
search.py;21/12/2025 08:39:11;3424;ja;ja;glossaire_resolution;と がらんどう 男性 ?;と がらんどう 男性 ?;"{""criteres"": []}";;;base25000.db;ia;0;Supraclusion;;;;7c665a77-8f31-4412-adec-48011eb3e046;127.0.0.1;;;
search.py;21/12/2025 08:43:22;1410;Auto;fr;glossaire_fr;avec dentition temporaire enfants  faisons ?;avec dentition temporaire enfants  faisons ?;"{""criteres"": []}";;;base25000.db;compare;8;Bruxisme;;;;fc747050-3b8a-478f-b5b9-e8d5aa6ae96c;127.0.0.1;👎;Bug IHM;Interface figée.
search.py;21/12/2025 13:20:37;14;ja;ja;deepl;より もっと見る より 14.780000000000001 年 男性 ?;より もっと見る より 14.780000000000001 年 男性 ?;"{""criteres"": []}";;;base25000.db;rapide;22;Bruxisme;;;;891dd034-e278-44c0-8a34-d5a0133839d4;127.0.0.1;👍;;Résultats très pertinents, merci !
search.py;21/12/2025 15:07:42;2944;Auto;fr;glossaire_fr;de plus de 3.4689999999999994 ans avec béance hommes ?;de plus de 3.4689999999999994 ans avec béance hommes ?;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""simule"", ""canonique"": ""Simule""}]}";;;base25000.db;ia;27;;;de plus de 3.4689999999999994 ;;02200e0e-cf5e-4f46-9420-e7c5cc6f1c01;192.168.1.54;;;
search.py;21/12/2025 18:51:37;1223;ja;ja;glossaire_resolution;と リバースバイト 女性 ?;と リバースバイト 女性 ?;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""simule"", ""canonique"": ""Simule""}]}";;;base25000.db;union;19;Béance;;と リバースバイト 女性 ?;;2ad293e8-9edf-4c96-b1c3-9da21c4314f7;127.0.0.1;👍;;Bravo, ça fonctionne parfaitement.
search.py;21/12/2025 21:37:16;672;en;en;deepl;Nombre of patients of more of 12.959 years with hollowness men ?;Nombre of patients of more of 12.959 years with hollowness men ?;"{""criteres"": []}";;;base25000.db;union;71;Infraclusion;;;;e5241630-1d1b-4b75-a9f8-342cdbcab474;127.0.0.1;👎;Pas assez de patients;Manque des patients évidents.
search.py;22/12/2025 05:45:02;551;en;en;glossaire_resolution;with footprint ?;with footprint ?;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""simule"", ""canonique"": ""Simule""}]}";;;base25000.db;union;5;;;;;29679117-ecdd-469a-a8ad-6b79b29b2261;192.168.1.68;;;
search.py;22/12/2025 08:30:03;3131;en;en;glossaire_resolution;how many of patients with bruxism of more of 5.414999999999999 years ?;how many of patients with bruxism of more of 5.414999999999999 years ?;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""simule"", ""canonique"": ""Simule""}]}";;;base25000.db;ia;3;;;;;f5b12cd7-2bd8-4076-a219-9cd2c5c81f14;127.0.0.1;👎;Pas assez de patients;Où sont passés mes patients ?
search.py;22/12/2025 10:57:47;1050;en;en;glossaire_resolution;of more of 14.780000000000001 years men ?;of more of 14.780000000000001 years men ?;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""simule"", ""canonique"": ""Simule""}]}";;;base25000.db;compare;27;;;;;80cd3acf-1128-465e-838e-f7898cc89766;192.168.1.83;👍;;Très bien, continue comme ça !
search.py;22/12/2025 11:55:23;1569;Auto;fr;glossaire_fr;avec bruxisme femmes ?;avec bruxisme femmes ?;"{""criteres"": []}";;;base25000.db;compare;40;Infraclusion;;;;fc05179a-521c-4de4-909a-66b2b7251c6f;127.0.0.1;;;
search.py;22/12/2025 15:35:37;4538;Auto;fr;glossaire_fr;avec nécrose pulpaire unilatérale de plus de 7.651999999999999 ans ?;avec nécrose pulpaire unilatérale de plus de 7.651999999999999 ans ?;"{""criteres"": []}";;;base25000.db;ia;0;;;;;cf9554d8-7638-463d-9678-6c52c8167c9a;127.0.0.1;👎;Autre;Résultats incohérents.
search.py;22/12/2025 20:06:20;3415;Auto;fr;glossaire_fr;enfants ?;enfants ?;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""simule"", ""canonique"": ""Simule""}]}";;;base25000.db;ia;48;Béance;;;;5ffca25b-fd4e-437f-81ea-1fcff8a829eb;192.168.1.39;;;
search.py;22/12/2025 20:11:00;1253;ja;ja;deepl;男性 と 歯ぎしり ?;男性 と 歯ぎしり ?;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""simule"", ""canonique"": ""Simule""}]}";;;base25000.db;compare;11;;;;;14849178-9c64-4f96-a9c6-12381284a835;127.0.0.1;;;
search.py;22/12/2025 20:27:17;3638;Auto;fr;glossaire_fr;adultes ?;adultes ?;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""simule"", ""canonique"": ""Simule""}]}";;;base25000.db;ia;66;Infraclusion;;;;aec5832d-ea9c-4bfc-b84a-6687bc8041c2;127.0.0.1;;;
search.py;22/12/2025 21:33:51;22;Auto;fr;fallback;bruxisme;bruxisme;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""bruxisme"", ""canonique"": ""Bruxisme"", ""label"": ""Bruxisme"", ""sql"": {""colonne"": ""canontags"", ""operateur"": ""="", ""valeur"": ""Bruxisme""}}]}";;;base100.db;rapide;26;Bruxisme;;;;;;;;
search.py;22/12/2025 21:34:00;21;Auto;fr;fallback;bruxisme;bruxisme;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""bruxisme"", ""canonique"": ""Bruxisme"", ""label"": ""Bruxisme"", ""sql"": {""colonne"": ""canontags"", ""operateur"": ""="", ""valeur"": ""Bruxisme""}}]}";;;base100.db;rapide;26;Bruxisme;;;;;;;;
search.py;22/12/2025 21:42:47;21;Auto;fr;fallback;bruxisme;bruxisme;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""bruxisme"", ""canonique"": ""Bruxisme"", ""label"": ""Bruxisme"", ""sql"": {""colonne"": ""canontags"", ""operateur"": ""="", ""valeur"": ""Bruxisme""}}]}";;;base100.db;rapide;26;Bruxisme;;;;;;;;
search.py;22/12/2025 21:42:52;21;Auto;fr;fallback;bruxisme;bruxisme;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""bruxisme"", ""canonique"": ""Bruxisme"", ""label"": ""Bruxisme"", ""sql"": {""colonne"": ""canontags"", ""operateur"": ""="", ""valeur"": ""Bruxisme""}}]}";;;base100.db;rapide;26;Bruxisme;;;;;;;;
search.py;22/12/2025 21:42:56;4422;Auto;fr;fallback;bruxisme;bruxisme;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""bruxisme"", ""canonique"": ""Bruxisme"", ""label"": ""Bruxisme"", ""sql"": {""colonne"": ""canontags"", ""operateur"": ""="", ""valeur"": ""Bruxisme""}}]}";;;base100.db;ia;26;Bruxisme;;;;;;;;
search.py;22/12/2025 21:43:01;4030;ja;ja;;歯軋り;歯軋り;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""歯軋り"", ""canonique"": ""Bruxisme"", ""label"": ""Bruxisme"", ""sql"": {""colonne"": ""canontags"", ""operateur"": ""="", ""valeur"": ""Bruxisme""}}]}";;;base100.db;ia;26;Bruxisme;;;;;;;;
search.py;22/12/2025 21:43:05;4033;Auto;fr;fallback;bruxisme;bruxisme;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""bruxisme"", ""canonique"": ""Bruxisme"", ""label"": ""Bruxisme"", ""sql"": {""colonne"": ""canontags"", ""operateur"": ""="", ""valeur"": ""Bruxisme""}}]}";;;base100.db;compare;26;Bruxisme;;;;;;;;
search.py;22/12/2025 21:43:06;730;Auto;fr;fallback;bruxisme;bruxisme;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""bruxisme"", ""canonique"": ""Bruxisme"", ""label"": ""Bruxisme"", ""sql"": {""colonne"": ""canontags"", ""operateur"": ""="", ""valeur"": ""Bruxisme""}}]}";;;base100.db;union;26;Bruxisme;;;;;;;;
search.py;22/12/2025 21:43:06;812;Auto;fr;fallback;bruxisme;bruxisme;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""bruxisme"", ""canonique"": ""Bruxisme"", ""label"": ""Bruxisme"", ""sql"": {""colonne"": ""canontags"", ""operateur"": ""="", ""valeur"": ""Bruxisme""}}]}";;;base100.db;ia;26;Bruxisme;;;;;;;;
search.py;22/12/2025 21:43:42;4427;Auto;fr;fallback;bruxisme;bruxisme;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""bruxisme"", ""canonique"": ""Bruxisme"", ""label"": ""Bruxisme"", ""sql"": {""colonne"": ""canontags"", ""operateur"": ""="", ""valeur"": ""Bruxisme""}}]}";;;base50000.db;ia;12635;Bruxisme;;;;;;;;
search.py;22/12/2025 21:44:00;4313;Auto;fr;fallback;bruxisme;bruxisme;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""bruxisme"", ""canonique"": ""Bruxisme"", ""label"": ""Bruxisme"", ""sql"": {""colonne"": ""canontags"", ""operateur"": ""="", ""valeur"": ""Bruxisme""}}]}";;;base50000.db;ia;12635;Bruxisme;;;;;;;;
search.py;22/12/2025 21:44:14;781;Auto;fr;fallback;bruxisme;bruxisme;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""bruxisme"", ""canonique"": ""Bruxisme"", ""label"": ""Bruxisme"", ""sql"": {""colonne"": ""canontags"", ""operateur"": ""="", ""valeur"": ""Bruxisme""}}]}";;;base100.db;union;26;Bruxisme;;;;;;;;
search.py;22/12/2025 21:44:59;813;Auto;fr;fallback;bruxisme;bruxisme;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""bruxisme"", ""canonique"": ""Bruxisme"", ""label"": ""Bruxisme"", ""sql"": {""colonne"": ""canontags"", ""operateur"": ""="", ""valeur"": ""Bruxisme""}}]}";;;base100.db;compare;26;Bruxisme;;;;;;;;
search.py;23/12/2025 00:57:39;1078;en;en;deepl;of more of 10.845 years ?;of more of 10.845 years ?;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""simule"", ""canonique"": ""Simule""}]}";;;base25000.db;union;132;Béance;;;;24a490b4-042e-4b78-b16a-2e5fffb7913e;192.168.1.35;👎;Bug IHM;Bouton de recherche bloqué.
search.py;23/12/2025 01:24:10;54;Auto;fr;glossaire_fr;avec luxation méniscale hommes ?;avec luxation méniscale hommes ?;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""simule"", ""canonique"": ""Simule""}]}";;;base25000.db;rapide;52;;;;;3366555c-c472-41a2-8de9-8addac673d7e;127.0.0.1;👎;Pas assez de patients;Manque des patients évidents.
search.py;23/12/2025 02:28:52;632;en;en;glossaire_resolution;how many of patients with niti enfants ?;how many of patients with niti enfants ?;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""simule"", ""canonique"": ""Simule""}]}";;;base25000.db;compare;46;Béance;;;;a49599ab-43a6-4795-a755-d44285a951f8;192.168.1.20;;;
search.py;23/12/2025 04:54:57;1067;Auto;fr;glossaire_fr;Combien de patients avec claquement articulaire avec béance de plus de 8.561 ans ?;Combien de patients avec claquement articulaire avec béance de plus de 8.561 ans ?;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""simule"", ""canonique"": ""Simule""}]}";;;base25000.db;union;57;Infraclusion;;combien de patients avec claqu;;7f149f00-174f-4d52-8cf1-c39f62fbcb6d;192.168.1.100;👎;Bug IHM;Interface figée.
search.py;23/12/2025 10:01:01;629;ja;ja;glossaire_resolution;と う蝕 enfants ?;と う蝕 enfants ?;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""simule"", ""canonique"": ""Simule""}]}";;;base25000.db;compare;27;Béance;;;;c168db06-405d-49a2-9a92-14c2446512d4;127.0.0.1;;;
search.py;23/12/2025 14:45:00;912;ja;ja;glossaire_resolution;Nombre より 患者 より 未満 14.459 年 女性 と ストリップ ?;Nombre より 患者 より 未満 14.459 年 女性 と ストリップ ?;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""simule"", ""canonique"": ""Simule""}]}";;;base25000.db;compare;32;Supraclusion;;nombre より 患者 より 未満 14.459 年 女性;;ac8c7bcf-fe0e-42e0-89d3-3a98ab001792;127.0.0.1;👎;Pas assez de patients;Recherche partielle seulement.
search.py;23/12/2025 14:49:36;10;en;en;glossaire_resolution;adults with undercover ?;adults with undercover ?;"{""criteres"": []}";;;base25000.db;rapide;61;;;adults with undercover ?;;1e80cf83-3e39-427d-9621-bbe0e7e4e052;127.0.0.1;👎;Bug IHM;Interface figée.
search.py;23/12/2025 18:05:42;95;Auto;fr;fallback;bruxisme;bruxisme;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""bruxisme"", ""canonique"": ""Bruxisme"", ""label"": ""Bruxisme"", ""sql"": {""colonne"": ""canontags"", ""operateur"": ""="", ""valeur"": ""Bruxisme""}}]}";;;base100.db;rapide;26;Bruxisme;;;;;;;;
search.py;23/12/2025 18:06:47;30;Auto;fr;fallback;ia;ia;"{""criteres"": []}";;;base100.db;rapide;100;;;ia;;;;;;
search.py;23/12/2025 18:07:09;23;Auto;fr;fallback;bruxisme;bruxisme;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""bruxisme"", ""canonique"": ""Bruxisme"", ""label"": ""Bruxisme"", ""sql"": {""colonne"": ""canontags"", ""operateur"": ""="", ""valeur"": ""Bruxisme""}}]}";;;base100.db;rapide;26;Bruxisme;;;;;;;;
search.py;23/12/2025 18:07:13;25;Auto;fr;fallback;bruxismeia;bruxismeia;"{""criteres"": []}";;;base100.db;rapide;100;;;bruxismeia;;;;;;
search.py;23/12/2025 18:07:25;4240;Auto;fr;fallback;bruxisme;bruxisme;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""bruxisme"", ""canonique"": ""Bruxisme"", ""label"": ""Bruxisme"", ""sql"": {""colonne"": ""canontags"", ""operateur"": ""="", ""valeur"": ""Bruxisme""}}]}";;;base100.db;ia;26;Bruxisme;;;;;;;;
search.py;23/12/2025 18:07:52;3312;Auto;fr;fallback;bruxisme;bruxisme;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""bruxisme"", ""canonique"": ""Bruxisme"", ""label"": ""Bruxisme"", ""sql"": {""colonne"": ""canontags"", ""operateur"": ""="", ""valeur"": ""Bruxisme""}}]}";;;base100.db;ia;26;Bruxisme;;;;;;;;
search.py;23/12/2025 18:08:29;1267;Auto;fr;fallback;bruxisme;bruxisme;"{""criteres"": []}";;;base100.db;ia;0;;;;"Erreur détection: Erreur API OpenAI: 400 - {
  ""error"": {
    ""message"": ""Unsupported parameter: 'max_tokens' is not supported with this model. Use 'max_completion_tokens' instead."",
    ""type"": ""invalid_request_error"",
    ""param"": ""max_tokens"",
    ""code"": ""unsupported_parameter""
  }
}";;;;;
search.py;23/12/2025 19:53:53;1798;Auto;fr;glossaire_fr;Combien de patients avec bruxisme de plus de 5.414999999999999 ans ?;Combien de patients avec bruxisme de plus de 5.414999999999999 ans ?;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""simule"", ""canonique"": ""Simule""}]}";;;base25000.db;compare;16;;;;;19512637-eaae-4ded-a806-aba5160f9379;127.0.0.1;👎;Trop de patients;Beaucoup trop de résultats, impossible de trouver le bon.
search.py;24/12/2025 03:50:39;1250;en;en;deepl;with emergency ?;with emergency ?;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""simule"", ""canonique"": ""Simule""}]}";;;base25000.db;union;44;Béance;;;;709cf092-d52e-4e35-beb4-8914b2db0173;192.168.1.109;👍;;Top, rien à redire.
search.py;24/12/2025 07:46:04;1888;Auto;fr;glossaire_fr;de plus de 9.273 ans  fis ?;de plus de 9.273 ans  fis ?;"{""criteres"": []}";;;base25000.db;ia;69;Supraclusion;;;;1ef0fd62-79d2-4e99-ab5c-e368638be7bc;127.0.0.1;;;
