# fakerecherche.csv V1.0.2 - 07/01/2026 21:14:33;;;;;;;;;;;;;;;;;;;;;;;
module;timestamp;temps_ms;languesaisie;langueutilisee;modulelangue;questionoriginale;question;filtres;sql;tri;base;mode;moteur;nb_patients;pathologies;ages;residu;erreur;session_id;ip_utilisateur;rating;type_probleme;commentaire
search.py;21/12/2025 09:51;1101;en;en;glossaire_resolution;with ef of more of 10.405 years ?;with ef of more of 10.405 years ?;"{""criteres"": []}";;;base25000.db;standard;;6;;;;;770d136d-71b9-4072-8c81-5589b8ed7f68;127.0.0.1;;;
search.py;21/12/2025 10:03;4592;Auto;fr;glossaire_fr;avec empreinte ?;avec empreinte ?;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""simule"", ""canonique"": ""Simule""}]}";;;base25000.db;standard;;36;;;;;2556a8f5-eca2-43d9-80b8-33723d7c8bbd;127.0.0.1;👎;Pas assez de patients;Recherche trop restrictive.
search.py;21/12/2025 10:13;1792;Auto;fr;glossaire_fr;hommes ?;hommes ?;"{""criteres"": []}";;;base25000.db;standard;;41;Supraclusion;;;;8dc2e9f7-afa1-4d8a-b614-ac5623c72e0a;127.0.0.1;;;
search.py;21/12/2025 10:13;1454;ja;ja;deepl;Nombre より 患者 enfants ?;Nombre より 患者 enfants ?;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""simule"", ""canonique"": ""Simule""}]}";;;base25000.db;standard;;125;;;;;e2092b73-b1b9-41fb-b8ac-b6bddffc6be3;127.0.0.1;👎;Bug IHM;Les filtres ne fonctionnent pas.
search.py;21/12/2025 10:14;891;ja;ja;glossaire_resolution;女性 と 歯ぎしり ?;女性 と 歯ぎしり ?;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""simule"", ""canonique"": ""Simule""}]}";;;base25000.db;standard;;41;;;;;324ac686-c69d-4be2-b77b-7da076d3bfe4;127.0.0.1;👎;Autre;Je ne comprends pas les résultats.
search.py;21/12/2025 10:16;2729;Auto;fr;glossaire_fr;femmes ?;femmes ?;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""simule"", ""canonique"": ""Simule""}]}";;;base25000.db;standard;;105;Bruxisme;;;;a86fe2fe-5b54-4721-a8dd-c2ed01eecddb;127.0.0.1;;;
search.py;21/12/2025 10:20;1660;en;en;deepl;Nombre of patients with butterfly plate ?;Nombre of patients with butterfly plate ?;"{""criteres"": []}";;;base25000.db;standard;;9;;;;;b89d3e46-d95c-4404-b65d-f433610bc1f5;127.0.0.1;👎;Pas assez de patients;Recherche partielle seulement.
search.py;21/12/2025 10:47;1515;ja;ja;deepl;Nombre より 患者 と がらんどう 厳しい ?;Nombre より 患者 と がらんどう 厳しい ?;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""simule"", ""canonique"": ""Simule""}]}";;;base25000.db;standard;;47;Classe II;;;;25b70621-1c0c-41bc-b488-6c8d0f5b81cd;192.168.1.169;👍;;Super outil, très pratique !
search.py;21/12/2025 11:09;59;Auto;fr;glossaire_fr;Combien de patients avec transposition modéré|diurne adultes avec bruxisme femmes ?;Combien de patients avec transposition modéré|diurne adultes avec bruxisme femmes ?;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""simule"", ""canonique"": ""Simule""}]}";;;base25000.db;standard;;23;Classe II;;;;9e10a8d7-5497-4c22-bbdf-e3e0b6006c77;127.0.0.1;;;
search.py;21/12/2025 11:22;1068;Auto;fr;glossaire_fr;adultes avec infraclusion ?;adultes avec infraclusion ?;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""simule"", ""canonique"": ""Simule""}]}";;;base25000.db;standard;;62;Supraclusion;;;;75d53a8b-5159-49db-8b2e-ff977bcaee3c;127.0.0.1;;;
search.py;21/12/2025 11:27;1482;en;en;deepl;of more of 9.273 years ?;of more of 9.273 years ?;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""simule"", ""canonique"": ""Simule""}]}";;;base25000.db;standard;;66;;;of more of 9.273 years ?;;a74eceb5-0719-4f54-a607-838ec2cd4274;127.0.0.1;👎;Pas assez de patients;Manque des patients évidents.
search.py;21/12/2025 11:41;1647;en;en;glossaire_resolution;with hollowness lateral|posterior with mixed dentition ?;with hollowness lateral|posterior with mixed dentition ?;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""simule"", ""canonique"": ""Simule""}]}";;;base25000.db;standard;;85;Classe II;;;;5e846c88-0783-48f5-8438-e7251a9b5a3a;127.0.0.1;👎;Trop de patients;Beaucoup trop de résultats, impossible de trouver le bon.
search.py;21/12/2025 11:47;122;ja;ja;deepl;女性 ?;女性 ?;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""simule"", ""canonique"": ""Simule""}]}";;;base25000.db;standard;;29;Supraclusion;;女性 ?;;02ca6d13-b797-415e-99cd-fe648bf1d72d;127.0.0.1;👎;Trop de patients;La recherche est trop large.
search.py;21/12/2025 11:59;2628;Auto;fr;glossaire_fr;femmes ?;femmes ?;"{""criteres"": []}";;;base25000.db;standard;;12;Béance;;femmes ?;;1d377707-db29-4a60-bf4f-484911e67320;127.0.0.1;;;
search.py;21/12/2025 11:59;994;Auto;fr;glossaire_fr;avec béance hommes ?;avec béance hommes ?;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""simule"", ""canonique"": ""Simule""}]}";;;base25000.db;standard;;5;;;avec béance hommes ?;;a8c984eb-c887-4b2c-b60d-541391061b4e;127.0.0.1;;;
search.py;21/12/2025 12:17;4764;ja;ja;deepl;と 呑み込み より もっと見る より 13.489 年 ?;と 呑み込み より もっと見る より 13.489 年 ?;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""simule"", ""canonique"": ""Simule""}]}";;;base25000.db;standard;;2;;;;;8271c67b-d734-4834-baac-5f6c40890d93;192.168.1.186;;;
search.py;21/12/2025 12:26;3392;ja;ja;deepl;女性 と がらんどう ?;女性 と がらんどう ?;"{""criteres"": []}";;;base25000.db;standard;;66;;;女性 と がらんどう ?;;7ef98a5a-f211-4d73-8646-95ae7f036d45;192.168.1.86;;;
search.py;21/12/2025 12:41;3932;Auto;fr;glossaire_fr;Nombre de patients avec bruxisme hommes de plus de 10.195 ans ?;Nombre de patients avec bruxisme hommes de plus de 10.195 ans ?;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""simule"", ""canonique"": ""Simule""}]}";;;base25000.db;standard;;3;Classe II;;nombre de patients avec bruxis;;a0ddccb8-5cdc-4bf8-8d5d-9574632568c5;192.168.1.18;👎;Trop de patients;Je voulais moins de patients.
search.py;21/12/2025 12:41;2697;Auto;fr;glossaire_fr;Nombre de patients avec ostéotomie unilatérale|modérée avec classe iii d'angle enfants avec molaire ?;Nombre de patients avec ostéotomie unilatérale|modérée avec classe iii d'angle enfants avec molaire ?;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""simule"", ""canonique"": ""Simule""}]}";;;base25000.db;standard;;14;Supraclusion;;;;3689800d-1fc5-4242-899d-fc447ce62992;127.0.0.1;;;
search.py;21/12/2025 12:47;1115;Auto;fr;glossaire_fr;Nombre de patients avec béance avec caries dentaires ?;Nombre de patients avec béance avec caries dentaires ?;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""simule"", ""canonique"": ""Simule""}]}";;;base25000.db;standard;;49;Bruxisme;;;;bab8005e-c9c5-4c3f-9d65-83d193c51764;127.0.0.1;;;
search.py;21/12/2025 12:54;2565;Auto;fr;glossaire_fr;avec latérodéviation avec protrusion gauche|mandibulaire enfants ?;avec latérodéviation avec protrusion gauche|mandibulaire enfants ?;"{""criteres"": []}";;;base25000.db;standard;;65;;;;;0d5dfaee-af2d-4c54-a5b2-4d4b7abaddee;192.168.1.55;👍;;Parfait, recherche rapide et efficace.
search.py;21/12/2025 12:58;1289;Auto;fr;glossaire_fr;Combien de patients hommes avec classe iii squelettique ?;Combien de patients hommes avec classe iii squelettique ?;"{""criteres"": []}";;;base25000.db;standard;;178;;;;;1c480dbe-f63a-43f5-ae6f-0940067f3c29;127.0.0.1;👍;;Parfait, recherche rapide et efficace.
search.py;21/12/2025 12:58;1181;ja;ja;glossaire_resolution;より 未満 27.613 年 女性 ?;より 未満 27.613 年 女性 ?;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""simule"", ""canonique"": ""Simule""}]}";;;base25000.db;standard;;33;;;;;15d8d9f8-f847-4279-892d-53da7a6db808;127.0.0.1;👎;Pas assez de patients;Critères trop stricts.
search.py;21/12/2025 13:01;28;Auto;fr;glossaire_fr;avec latérodéviation avec protrusion gauche|mandibulaire enfants ?;avec latérodéviation avec protrusion gauche|mandibulaire enfants ?;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""simule"", ""canonique"": ""Simule""}]}";;;base25000.db;standard;;96;;;;;fea4929d-50a4-4b87-b710-8aa1ca4009a8;192.168.1.180;;;
search.py;21/12/2025 13:10;502;en;en;deepl;men ?;men ?;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""simule"", ""canonique"": ""Simule""}]}";;;base25000.db;standard;;34;Bruxisme;;;;cde91f6d-393c-4742-87d3-33e8ea943e8c;127.0.0.1;;;
search.py;21/12/2025 13:12;2541;Auto;fr;glossaire_fr;avec béance latérale|postérieure avec dentition mixte ?;avec béance latérale|postérieure avec dentition mixte ?;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""simule"", ""canonique"": ""Simule""}]}";;;base25000.db;standard;;51;;;;;91e08dad-1c05-4b62-a2f6-1d418e23b9f4;127.0.0.1;👎;Pas assez de patients;Résultats incomplets.
search.py;21/12/2025 13:20;1864;ja;ja;glossaire_resolution;Nombre より 患者 女性 と がらんどう 左 ?;Nombre より 患者 女性 と がらんどう 左 ?;"{""criteres"": []}";;;base25000.db;standard;;11;Béance;;;;a6980961-6752-4a54-a589-f184929e3353;127.0.0.1;;;
search.py;21/12/2025 13:25;2161;en;en;deepl;of less than 17.583 years with translation men ?;of less than 17.583 years with translation men ?;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""simule"", ""canonique"": ""Simule""}]}";;;base25000.db;standard;;12;Supraclusion;;;;ff29f000-e699-40b2-89f3-3ba85b680512;127.0.0.1;;;
search.py;21/12/2025 13:33;781;Auto;fr;glossaire_fr;avec béance femmes enfants ?;avec béance femmes enfants ?;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""simule"", ""canonique"": ""Simule""}]}";;;base25000.db;standard;;46;Supraclusion;;;;48086d46-f653-419e-9195-eb2baf14c608;127.0.0.1;;;
search.py;21/12/2025 13:40;2242;Auto;fr;glossaire_fr;Combien de patients hommes avec déviation mandibulaire ?;Combien de patients hommes avec déviation mandibulaire ?;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""simule"", ""canonique"": ""Simule""}]}";;;base25000.db;standard;;43;;;;;3be96485-23a6-48a0-8727-788b4a6ef625;127.0.0.1;👎;Trop de patients;Impossible de trier autant de patients.
search.py;21/12/2025 13:43;3448;Auto;fr;glossaire_fr;avec nécrose pulpaire unilatérale de plus de 7.651999999999999 ans ?;avec nécrose pulpaire unilatérale de plus de 7.651999999999999 ans ?;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""simule"", ""canonique"": ""Simule""}]}";;;base25000.db;standard;;25;;;;;3a08e2ce-d544-45fd-badc-fb4bc38c1047;127.0.0.1;👍;;Résultats très pertinents, merci !
search.py;21/12/2025 13:46;1013;ja;ja;glossaire_resolution;より 未満 22.224 年 女性 と バタフライプレート ?;より 未満 22.224 年 女性 と バタフライプレート ?;"{""criteres"": []}";;;base25000.db;standard;;43;Béance;;;;fd93e7e9-0a7a-4f82-b6ed-5f7f1b8d419d;192.168.1.166;👎;Bug IHM;Problème de chargement.
search.py;21/12/2025 13:58;3080;en;en;glossaire_resolution;with undercover posterior|severe ?;with undercover posterior|severe ?;"{""criteres"": []}";;;base25000.db;standard;;122;Béance;;with undercover posterior|seve;;c33ecfa2-6a3e-4beb-aa5e-f2dda1d1c14c;127.0.0.1;👎;Bug IHM;Le scroll ne marche pas.
search.py;21/12/2025 14:01;3455;ja;ja;glossaire_resolution;いくら より 患者 と ニティ enfants ?;いくら より 患者 と ニティ enfants ?;"{""criteres"": []}";;;base25000.db;standard;;195;Béance;;;;93f1ba86-27d6-4d97-a0b6-802dba459c8b;127.0.0.1;;;
search.py;21/12/2025 14:03;663;en;en;glossaire_resolution;with emergency ?;with emergency ?;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""simule"", ""canonique"": ""Simule""}]}";;;base25000.db;standard;;2;;;;;63eed1eb-d3dc-4234-bea2-3c0f15051a6f;192.168.1.224;;;
search.py;21/12/2025 14:17;1854;Auto;fr;glossaire_fr;avec déglutition de plus de 13.489 ans ?;avec déglutition de plus de 13.489 ans ?;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""simule"", ""canonique"": ""Simule""}]}";;;base25000.db;standard;;11;Béance;;;;7109dcf3-8791-4d7a-a643-47933e24893d;127.0.0.1;;;
search.py;21/12/2025 14:43;25;ja;ja;deepl;Nombre より 患者 と 歯ぎしり 男性 より もっと見る より 10.195 年 ?;Nombre より 患者 と 歯ぎしり 男性 より もっと見る より 10.195 年 ?;"{""criteres"": []}";;;base25000.db;standard;;30;;;nombre より 患者 と 歯ぎしり 男性 より もっと見;;8d3c32e3-7409-4fb5-bce0-b8c0c28c40d1;127.0.0.1;;;
search.py;21/12/2025 15:00;63;Auto;fr;glossaire_fr;avec ddm ?;avec ddm ?;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""simule"", ""canonique"": ""Simule""}]}";;;base25000.db;standard;;254;;;;;fad66f64-4b4e-4832-adf1-2e9885bf8e7d;127.0.0.1;;;
search.py;21/12/2025 15:42;3686;Auto;fr;glossaire_fr;femmes ?;femmes ?;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""simule"", ""canonique"": ""Simule""}]}";;;base25000.db;standard;;117;Classe II;;femmes ?;;ccebc539-f0c0-42e6-9bee-84260701004b;192.168.1.158;👎;Trop de patients;Résultats non filtrés correctement.
search.py;21/12/2025 16:02;963;Auto;fr;glossaire_fr;de moins de 22.168 ans hommes avec débandage ?;de moins de 22.168 ans hommes avec débandage ?;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""simule"", ""canonique"": ""Simule""}]}";;;base25000.db;standard;;3;Classe II;;de moins de 22.168 ans hommes ;;2d6714bf-73bc-4a34-b2ab-43da9932c6dc;127.0.0.1;👎;Pas assez de patients;Recherche trop restrictive.
search.py;21/12/2025 16:04;1131;en;en;glossaire_resolution;with interceptive treatment with mandibular deviation men of less than 20.380000000000003 years ?;with interceptive treatment with mandibular deviation men of less than 20.380000000000003 years ?;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""simule"", ""canonique"": ""Simule""}]}";;;base25000.db;standard;;33;Bruxisme;;;;e39d4dff-b276-485e-9727-e1675c01b174;192.168.1.114;;;
search.py;21/12/2025 16:09;2057;Auto;fr;glossaire_fr;avec ef de plus de 10.405 ans ?;avec ef de plus de 10.405 ans ?;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""simule"", ""canonique"": ""Simule""}]}";;;base25000.db;standard;;21;;;avec ef de plus de 10.405 ans ;;664ef08f-1e78-4c11-bc44-5fd78ec44152;192.168.1.24;;;
search.py;21/12/2025 16:18;2530;Auto;fr;glossaire_fr;femmes ?;femmes ?;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""simule"", ""canonique"": ""Simule""}]}";;;base25000.db;standard;;13;Infraclusion;;;;b4001966-fe9e-4af3-8654-a5366d3eedba;127.0.0.1;👍;;Interface intuitive et résultats corrects.
search.py;21/12/2025 16:22;70;Auto;fr;glossaire_fr;avec caries dentaires enfants ?;avec caries dentaires enfants ?;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""simule"", ""canonique"": ""Simule""}]}";;;base25000.db;standard;;9;;;;;877edd4b-c3ef-4249-85d2-158261c82332;127.0.0.1;;;
search.py;21/12/2025 16:26;57;en;en;glossaire_resolution;women ?;women ?;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""simule"", ""canonique"": ""Simule""}]}";;;base25000.db;standard;;4;Infraclusion;;;;87b01203-5ef8-451e-b278-7d16ef92d82b;127.0.0.1;;;
search.py;21/12/2025 16:33;4254;Auto;fr;glossaire_fr;Nombre de patients de moins de 13.803 ans avec mastication modéré|nocturne avec bruxisme ?;Nombre de patients de moins de 13.803 ans avec mastication modéré|nocturne avec bruxisme ?;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""simule"", ""canonique"": ""Simule""}]}";;;base25000.db;standard;;9;Classe II;;nombre de patients de moins de;;e87b228d-915b-49db-b0d7-ddf01ed83f5b;127.0.0.1;👎;Autre;Problème non identifié.
search.py;21/12/2025 16:48;71;Auto;fr;glossaire_fr;de moins de 19.417 ans avec classe i squelettique ?;de moins de 19.417 ans avec classe i squelettique ?;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""simule"", ""canonique"": ""Simule""}]}";;;base25000.db;standard;;8;Supraclusion;;de moins de 19.417 ans avec cl;;3a2a17de-142c-46db-8d59-04534b9983ac;127.0.0.1;👎;Bug IHM;L'interface ne répond plus.
search.py;21/12/2025 16:54;1881;Auto;fr;glossaire_fr;avec bruxisme sévère|antérieure de moins de 19.523 ans ?;avec bruxisme sévère|antérieure de moins de 19.523 ans ?;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""simule"", ""canonique"": ""Simule""}]}";;;base25000.db;standard;;35;Infraclusion;;;;bdebb964-ce4d-4547-a4ba-7666c30e3b8d;127.0.0.1;👎;Bug IHM;Le scroll ne marche pas.
search.py;21/12/2025 17:12;20;Auto;fr;glossaire_fr;adultes avec infraclusion ?;adultes avec infraclusion ?;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""simule"", ""canonique"": ""Simule""}]}";;;base25000.db;standard;;65;;;;;d8188b6d-16ad-4de0-8c76-8c0b1492eda5;127.0.0.1;;;
search.py;21/12/2025 17:20;1126;Auto;fr;glossaire_fr;hommes avec luxation ?;hommes avec luxation ?;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""simule"", ""canonique"": ""Simule""}]}";;;base25000.db;standard;;19;Infraclusion;;;;9a8c03e5-368a-4090-9b89-0bd5b0c47330;127.0.0.1;;;
search.py;21/12/2025 17:20;3466;Auto;fr;glossaire_fr;hommes avec bruxisme ?;hommes avec bruxisme ?;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""simule"", ""canonique"": ""Simule""}]}";;;base25000.db;standard;;209;;;;;73f9796b-973c-4709-bf50-d228de775030;127.0.0.1;;;
search.py;21/12/2025 17:33;752;ja;ja;deepl;女性 ?;女性 ?;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""simule"", ""canonique"": ""Simule""}]}";;;base25000.db;standard;;69;Béance;;;;9597a2d9-a37f-4d76-98b0-4bd73183ed45;127.0.0.1;;;
search.py;21/12/2025 17:38;741;Auto;fr;glossaire_fr;de plus de 14.780000000000001 ans hommes ?;de plus de 14.780000000000001 ans hommes ?;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""simule"", ""canonique"": ""Simule""}]}";;;base25000.db;standard;;44;;;;;a6d03692-200e-4214-8fe5-82db26537aac;127.0.0.1;👎;Pas assez de patients;Recherche partielle seulement.
search.py;21/12/2025 17:43;534;ja;ja;glossaire_resolution;いくら より 患者 と ジョイントスナップ と がらんどう より もっと見る より 8.561 年 ?;いくら より 患者 と ジョイントスナップ と がらんどう より もっと見る より 8.561 年 ?;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""simule"", ""canonique"": ""Simule""}]}";;;base25000.db;standard;;13;;;;;bb8c2912-a7f8-4a5b-bfc9-dac10f442637;192.168.1.51;👍;;Parfait, recherche rapide et efficace.
search.py;21/12/2025 17:46;3968;Auto;fr;glossaire_fr;de plus de 16.614 ans hommes avec béance ?;de plus de 16.614 ans hommes avec béance ?;"{""criteres"": []}";;;base25000.db;standard;;136;Béance;;;;219f900d-9795-47c7-874d-d011405bf989;127.0.0.1;👎;Bug IHM;Les filtres ne fonctionnent pas.
search.py;21/12/2025 17:49;1522;en;en;deepl;with footprint ?;with footprint ?;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""simule"", ""canonique"": ""Simule""}]}";;;base25000.db;standard;;30;;;with footprint ?;;aafacc68-e13b-4a79-8fa9-d4c97be9d4f8;127.0.0.1;👎;Trop de patients;Recherche trop permissive.
search.py;21/12/2025 18:11;3938;en;en;glossaire_resolution;women ?;women ?;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""simule"", ""canonique"": ""Simule""}]}";;;base25000.db;standard;;60;Bruxisme;;;;16ef83d2-292c-4254-9c5b-25bebf195822;192.168.1.212;;;
search.py;21/12/2025 18:23;1725;Auto;fr;glossaire_fr;de moins de 27.613 ans femmes ?;de moins de 27.613 ans femmes ?;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""simule"", ""canonique"": ""Simule""}]}";;;base25000.db;standard;;13;Supraclusion;;;;fcc9505a-6a51-4293-8eea-95256e5b0c18;127.0.0.1;👍;;Résultats très pertinents, merci !
search.py;21/12/2025 18:26;117;en;en;glossaire_resolution;how many of patients with osteoarthritis night ?;how many of patients with osteoarthritis night ?;"{""criteres"": []}";;;base25000.db;standard;;25;;;;;899e5222-fabc-45b3-9e95-cedd931ad5bc;192.168.1.217;;;
search.py;21/12/2025 18:27;512;ja;ja;deepl;いくら より 患者 と 歯ぎしり より 未満 10 年 ?;いくら より 患者 と 歯ぎしり より 未満 10 年 ?;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""simule"", ""canonique"": ""Simule""}]}";;;base25000.db;standard;;32;Classe II;;;;b815436e-2407-47f6-aaa5-6e128bdc5d54;127.0.0.1;;;
search.py;21/12/2025 18:31;84;ja;ja;glossaire_resolution;より もっと見る より 5.109999999999999 年 女性 と がらんどう と 舌側 ?;より もっと見る より 5.109999999999999 年 女性 と がらんどう と 舌側 ?;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""simule"", ""canonique"": ""Simule""}]}";;;base25000.db;standard;;46;Supraclusion;;;;93fc8f3f-b155-41e2-8fe7-aae7ade17198;127.0.0.1;;;
search.py;21/12/2025 18:41;118;en;en;deepl;Nombre of patients with butterfly plate ?;Nombre of patients with butterfly plate ?;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""simule"", ""canonique"": ""Simule""}]}";;;base25000.db;standard;;7;;;nombre of patients with butter;;342f5ec4-4595-4b30-92cd-b3c1dab05e82;127.0.0.1;;;
search.py;21/12/2025 18:58;95;en;en;deepl;how many of patients with bruxism of less than 10 years ?;how many of patients with bruxism of less than 10 years ?;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""simule"", ""canonique"": ""Simule""}]}";;;base25000.db;standard;;20;;;;;53c59fa3-2a6d-42c9-b2b7-37888b37fc2a;127.0.0.1;;;
search.py;21/12/2025 19:23;3225;en;en;glossaire_resolution;Nombre of patients of less than 18.164 years ?;Nombre of patients of less than 18.164 years ?;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""simule"", ""canonique"": ""Simule""}]}";;;base25000.db;standard;;3;;;;;fad0d246-c41b-4e71-abce-afbfeebb1b5d;127.0.0.1;👎;Trop de patients;Liste interminable de patients.
search.py;21/12/2025 19:29;1093;Auto;fr;glossaire_fr;avec céramique femmes de plus de 11.728000000000002 ans ?;avec céramique femmes de plus de 11.728000000000002 ans ?;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""simule"", ""canonique"": ""Simule""}]}";;;base25000.db;standard;;116;;;;;c53d35da-4657-4e87-a3b9-507bf4a178d9;127.0.0.1;👎;Autre;Résultats incohérents.
search.py;21/12/2025 19:32;975;Auto;fr;glossaire_fr;avec ef de plus de 10.405 ans ?;avec ef de plus de 10.405 ans ?;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""simule"", ""canonique"": ""Simule""}]}";;;base25000.db;standard;;40;Béance;;;;e48960c6-8f6f-41dd-a8f8-4a9775e2841a;127.0.0.1;👍;;Très satisfait de cette recherche.
search.py;21/12/2025 19:42;899;ja;ja;deepl;Nombre より 患者 と ファンプレート と クラスIIの骨格 enfants ?;Nombre より 患者 と ファンプレート と クラスIIの骨格 enfants ?;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""simule"", ""canonique"": ""Simule""}]}";;;base25000.db;standard;;56;;;;;1451949b-69f7-4441-aa32-02a8dd693368;127.0.0.1;👎;Autre;Quelque chose ne va pas.
search.py;21/12/2025 19:46;751;Auto;fr;glossaire_fr;Nombre de patients avec béance femmes ?;Nombre de patients avec béance femmes ?;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""simule"", ""canonique"": ""Simule""}]}";;;base25000.db;standard;;132;Supraclusion;;;;3b98151a-28c3-42b8-9c1c-b5e65075e3c7;127.0.0.1;👎;Bug IHM;Interface figée.
search.py;21/12/2025 20:07;3538;Auto;fr;glossaire_fr;avec ef de plus de 10.405 ans ?;avec ef de plus de 10.405 ans ?;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""simule"", ""canonique"": ""Simule""}]}";;;base25000.db;standard;;92;Béance;;;;5a59b612-c663-49c4-b80b-162413dd5532;127.0.0.1;;;
search.py;21/12/2025 20:12;1160;Auto;fr;glossaire_fr;femmes de moins de 16.488 ans ?;femmes de moins de 16.488 ans ?;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""simule"", ""canonique"": ""Simule""}]}";;;base25000.db;standard;;34;Classe II;;;;7451a673-8acc-41e1-b9e9-96593e121189;192.168.1.30;;;
search.py;21/12/2025 20:16;125;Auto;fr;glossaire_fr;avec béance hommes ?;avec béance hommes ?;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""simule"", ""canonique"": ""Simule""}]}";;;base25000.db;standard;;106;Béance;;avec béance hommes ?;;1f68923e-50e3-4f07-a4bf-2131c49dcc6a;192.168.1.90;;;
search.py;21/12/2025 20:28;1834;en;en;glossaire_resolution;Nombre of patients women with hollowness left ?;Nombre of patients women with hollowness left ?;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""simule"", ""canonique"": ""Simule""}]}";;;base25000.db;standard;;14;Béance;;;;06033625-20a2-4758-a63b-def48644b7fd;127.0.0.1;👎;Trop de patients;Liste interminable de patients.
search.py;21/12/2025 20:46;53;ja;ja;glossaire_resolution;大人 と おとり捜査 ?;大人 と おとり捜査 ?;"{""criteres"": []}";;;base25000.db;standard;;14;Supraclusion;;;;8fcf81d8-294c-4846-9b38-d0eb531fea33;127.0.0.1;👍;;Interface intuitive et résultats corrects.
search.py;21/12/2025 20:56;1900;en;en;deepl;with hollowness lateral|posterior with mixed dentition ?;with hollowness lateral|posterior with mixed dentition ?;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""simule"", ""canonique"": ""Simule""}]}";;;base25000.db;standard;;78;Béance;;with hollowness lateral|poster;;e6da927c-de17-4650-901e-fcddf93bb5e4;127.0.0.1;👎;Pas assez de patients;La recherche ignore certains cas.
search.py;21/12/2025 20:58;95;Auto;fr;glossaire_fr;avec ef de plus de 10.405 ans ?;avec ef de plus de 10.405 ans ?;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""simule"", ""canonique"": ""Simule""}]}";;;base25000.db;standard;;21;Classe II;;;;d4dc9fd8-9bfe-4c7d-8eaa-37d95c11039c;127.0.0.1;;;
search.py;21/12/2025 21:01;55;Auto;fr;glossaire_fr;Combien de patients avec ressaut articulaire avec spacing enfants ?;Combien de patients avec ressaut articulaire avec spacing enfants ?;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""simule"", ""canonique"": ""Simule""}]}";;;base25000.db;standard;;50;Béance;;;;81ae8984-ff12-413c-968a-a529eb59a041;127.0.0.1;;;
