# translations_kitviewmanuals_fr_en.csv V1.0.0 - 22/01/2026 15:09:00
"id";"section";"tag";"context";"fr";"en";"status"
"txt_0172";"modification-photos";"caption";"légende_image";"Barre d'outils complète des viewers";"[AUTO] Barre d'outils complète des viewers";"TODO"
"txt_0173";"modification-photos";"li";"liste";"Faites un clic droit sur la photo à dupliquer";"[AUTO] Faites un clic droit sur la photo à dupliquer";"TODO"
"txt_0174";"modification-photos";"li";"liste";"Cliquez sur **« Edition »**";"[AUTO] Cliquez sur **« Edition »**";"TODO"
"txt_0175";"modification-photos";"li";"liste";"Cliquez sur **« Copier »**";"[AUTO] Cliquez sur **« Copier »**";"TODO"
"txt_0176";"modification-photos";"li";"liste";"Cliquez sur **« Coller »**";"[AUTO] Cliquez sur **« Coller »**";"TODO"
"txt_0177";"modification-photos";"li";"liste";"Sélectionnez la photo";"[AUTO] Sélectionnez la photo";"TODO"
"txt_0178";"modification-photos";"li";"liste";"Cliquez sur le menu **« Edition »** en haut";"[AUTO] Cliquez sur le menu **« Edition »** en haut";"TODO"
"txt_0179";"modification-photos";"li";"liste";"Cliquez sur **« Copier »** puis **« Coller »**";"[AUTO] Cliquez sur **« Copier »** puis **« Coller »**";"TODO"
"txt_0180";"modification-photos";"li";"liste";"Positionnez-vous sur l'onglet **« 1 Vue »**";"[AUTO] Positionnez-vous sur l'onglet **« 1 Vue »**";"TODO"
"txt_0181";"modification-photos";"li";"liste";"Sélectionnez la photo à modifier";"[AUTO] Sélectionnez la photo à modifier";"TODO"
"txt_0182";"modification-photos";"li";"liste";"Cliquez sur l'icône **palette** dans la barre d'outils du viewer";"[AUTO] Cliquez sur l'icône **palette** dans la barre d'outils du viewer";"TODO"
"txt_0183";"modification-photos";"li";"liste";"Ajustez la luminosité et le contraste avec les curseurs";"[AUTO] Ajustez la luminosité et le contraste avec les curseurs";"TODO"
"txt_0184";"modification-photos";"li";"liste";"La photo de gauche montre le résultat, celle de droite l'original";"[AUTO] La photo de gauche montre le résultat, celle de droite l'original";"TODO"
"txt_0185";"modification-photos";"li";"liste";"Cliquez sur **« OK »**";"[AUTO] Cliquez sur **« OK »**";"TODO"
"txt_0186";"modification-photos";"li";"liste";"Faites un clic droit sur la photo modifiée";"[AUTO] Faites un clic droit sur la photo modifiée";"TODO"
"txt_0187";"modification-photos";"li";"liste";"Sélectionnez **« Image »**";"[AUTO] Sélectionnez **« Image »**";"TODO"
"txt_0188";"modification-photos";"li";"liste";"Cliquez sur **« Revenir à l'original »**";"[AUTO] Cliquez sur **« Revenir à l'original »**";"TODO"
"txt_0189";"modification-photos";"li";"liste";"Rafraîchissez si nécessaire";"[AUTO] Rafraîchissez si nécessaire";"TODO"
"txt_0190";"modification-photos";"li";"liste";"Faites un clic droit sur la photo";"[AUTO] Faites un clic droit sur la photo";"TODO"
"txt_0191";"modification-photos";"li";"liste";"Sélectionnez **« Menu Explorateur »**";"[AUTO] Sélectionnez **« Menu Explorateur »**";"TODO"
"txt_0192";"modification-photos";"li";"liste";"Cliquez sur **« Ouvrir avec »** → **« Paint »**";"[AUTO] Cliquez sur **« Ouvrir avec »** → **« Paint »**";"TODO"
"txt_0193";"modification-photos";"li";"liste";"Effectuez vos modifications";"[AUTO] Effectuez vos modifications";"TODO"
"txt_0194";"modification-photos";"li";"liste";"Enregistrez avec la disquette pour que les modifications apparaissent dans Kitview";"[AUTO] Enregistrez avec la disquette pour que les modifications apparaissent dans Kitview";"TODO"
"txt_0195";"modification-photos";"li";"liste";"Sélectionnez la photo";"[AUTO] Sélectionnez la photo";"TODO"
"txt_0196";"modification-photos";"li";"liste";"Cliquez sur l'onglet **« 1 Vue »**";"[AUTO] Cliquez sur l'onglet **« 1 Vue »**";"TODO"
"txt_0197";"modification-photos";"li";"liste";"Dans la barre d'outils, utilisez l'outil **« Sélection rectangle »**";"[AUTO] Dans la barre d'outils, utilisez l'outil **« Sélection rectangle »**";"TODO"
"txt_0198";"modification-photos";"li";"liste";"Dessinez un rectangle autour de la zone à conserver";"[AUTO] Dessinez un rectangle autour de la zone à conserver";"TODO"
"txt_0199";"modification-photos";"li";"liste";"Cliquez sur l'outil **« Massicot »** pour recadrer";"[AUTO] Cliquez sur l'outil **« Massicot »** pour recadrer";"TODO"
"txt_0200";"modification-photos";"li";"liste";"Cliquez sur la **disquette** pour enregistrer";"[AUTO] Cliquez sur la **disquette** pour enregistrer";"TODO"
"txt_0201";"modification-photos";"li";"liste";"**Rotation droite/gauche** : faire pivoter la photo";"[AUTO] **Rotation droite/gauche** : faire pivoter la photo";"TODO"
"txt_0202";"modification-photos";"li";"liste";"**Symétrie horizontale/verticale** : effet miroir";"[AUTO] **Symétrie horizontale/verticale** : effet miroir";"TODO"
"txt_0203";"modification-photos";"li";"liste";"**Ajuster la couleur** : luminosité, contraste";"[AUTO] **Ajuster la couleur** : luminosité, contraste";"TODO"
"txt_0204";"modification-photos";"li";"liste";"**Ajouter du texte** : annotations sur la photo";"[AUTO] **Ajouter du texte** : annotations sur la photo";"TODO"
"txt_0205";"modification-photos";"note";"note_tip";"💡 Conseil | Si vous souhaitez effectuer des modifications sur une photo, dupliquez-la avant pour conserver l'original.";"[AUTO] 💡 Conseil | Si vous souhaitez effectuer des modifications sur une photo, dupliquez-la avant pour conserver l'original.";"TODO"
"txt_0206";"presentations";"h2";"titre_section";"🎬 9. Présentations fixes";"[AUTO] 🎬 9. Présentations fixes";"TODO"
"txt_0207";"presentations";"h3";"sous_titre";"Accéder aux présentations";"[AUTO] Accéder aux présentations";"TODO"
"txt_0208";"presentations";"h3";"sous_titre";"Types de présentations disponibles";"[AUTO] Types de présentations disponibles";"TODO"
"txt_0209";"presentations";"p";"paragraphe";"Les présentations fixes permettent de générer automatiquement des vues comparatives à partir des mots-clés associés aux photos. Elles sont idéales pour montrer l'évolution d'un traitement aux patients ou confrères.";"[AUTO] Les présentations fixes permettent de générer automatiquement des vues comparatives à partir des mots-clés associés aux photos. Elles sont idéales pour montrer l'évolution d'un traitement aux patients ou confrères.";"TODO"
"txt_0210";"presentations";"p";"paragraphe";"Vue d'ensemble avec portrait, photos intra-buccales et panoramique.";"[AUTO] Vue d'ensemble avec portrait, photos intra-buccales et panoramique.";"TODO"
"txt_0211";"presentations";"p";"paragraphe";"Comparaison avant/après en vue trois-quarts.";"[AUTO] Comparaison avant/après en vue trois-quarts.";"TODO"
"txt_0212";"presentations";"p";"paragraphe";"Vue complète incluant profil et téléradiographie.";"[AUTO] Vue complète incluant profil et téléradiographie.";"TODO"
"txt_0213";"presentations";"p";"paragraphe";"Présentation des photos de moulages dentaires.";"[AUTO] Présentation des photos de moulages dentaires.";"TODO"
"txt_0214";"presentations";"p";"paragraphe";"Comparaison en trois temps pour suivre l'évolution du traitement.";"[AUTO] Comparaison en trois temps pour suivre l'évolution du traitement.";"TODO"
"txt_0215";"presentations";"p";"paragraphe";"Outil de comparaison côte à côte personnalisable.";"[AUTO] Outil de comparaison côte à côte personnalisable.";"TODO"
"txt_0216";"presentations";"caption";"légende_image";"Interface des présentations fixes";"[AUTO] Interface des présentations fixes";"TODO"
"txt_0217";"presentations";"li";"liste";"Sélectionnez un patient";"[AUTO] Sélectionnez un patient";"TODO"
"txt_0218";"presentations";"li";"liste";"Cliquez sur l'onglet **« Présentation »**";"[AUTO] Cliquez sur l'onglet **« Présentation »**";"TODO"
"txt_0219";"presentations";"li";"liste";"Choisissez parmi les présentations disponibles en bas de l'écran";"[AUTO] Choisissez parmi les présentations disponibles en bas de l'écran";"TODO"
"txt_0220";"presentations";"note";"note_info";"ℹ️ Prérequis | Pour que les présentations fonctionnent correctement, vos photos doivent avoir les bons mots-clés associés.";"[AUTO] ℹ️ Prérequis | Pour que les présentations fonctionnent correctement, vos photos doivent avoir les bons mots-clés associés.";"TODO"
"txt_0221";"docking";"h2";"titre_section";"🖥️ 10. Le Docking (personnalisation du bureau)";"[AUTO] 🖥️ 10. Le Docking (personnalisation du bureau)";"TODO"
"txt_0222";"docking";"h3";"sous_titre";"Activer le mode de personnalisation";"[AUTO] Activer le mode de personnalisation";"TODO"
"txt_0223";"docking";"h3";"sous_titre";"Actions disponibles";"[AUTO] Actions disponibles";"TODO"
"txt_0224";"docking";"p";"paragraphe";"Chaque bureau est entièrement personnalisable. Vous pouvez ajouter, supprimer ou déplacer des éléments selon vos besoins.";"[AUTO] Chaque bureau est entièrement personnalisable. Vous pouvez ajouter, supprimer ou déplacer des éléments selon vos besoins.";"TODO"
"txt_0225";"docking";"caption";"légende_image";"Exemple de bureau personnalisé";"[AUTO] Exemple de bureau personnalisé";"TODO"
"txt_0226";"docking";"li";"liste";"Cliquez sur **« Paramètres »**";"[AUTO] Cliquez sur **« Paramètres »**";"TODO"
"txt_0227";"docking";"li";"liste";"Sélectionnez **« Administration »** → **« Général »**";"[AUTO] Sélectionnez **« Administration »** → **« Général »**";"TODO"
"txt_0228";"docking";"li";"liste";"Cochez **« Mode Expert »**";"[AUTO] Cochez **« Mode Expert »**";"TODO"
"txt_0229";"docking";"li";"liste";"Cliquez sur **« Bureaux »**";"[AUTO] Cliquez sur **« Bureaux »**";"TODO"
"txt_0230";"docking";"li";"liste";"Sélectionnez **« Réorganiser le bureau »**";"[AUTO] Sélectionnez **« Réorganiser le bureau »**";"TODO"
"txt_0231";"docking";"li";"liste";"**Agrandir/Rétrécir une zone** : positionnez-vous entre deux zones (une flèche apparaît), puis glissez";"[AUTO] **Agrandir/Rétrécir une zone** : positionnez-vous entre deux zones (une flèche apparaît), puis glissez";"TODO"
"txt_0232";"docking";"li";"liste";"**Supprimer une zone** : cliquez sur la croix de la zone";"[AUTO] **Supprimer une zone** : cliquez sur la croix de la zone";"TODO"
"txt_0233";"docking";"li";"liste";"**Déplacer une zone** : maintenez le clic sur le titre de la zone et déplacez vers les flèches directionnelles";"[AUTO] **Déplacer une zone** : maintenez le clic sur le titre de la zone et déplacez vers les flèches directionnelles";"TODO"
"txt_0234";"docking";"note";"note_warning";"⚠️ Important | Pensez toujours à enregistrer votre bureau après modifications : **Bureaux → Enregistrer le bureau courant**";"[AUTO] ⚠️ Important | Pensez toujours à enregistrer votre bureau après modifications : **Bureaux → Enregistrer le bureau courant**";"TODO"
"txt_0235";"creer-presentation";"h2";"titre_section";"🎨 11. Créer une présentation fixe personnalisée";"[AUTO] 🎨 11. Créer une présentation fixe personnalisée";"TODO"
"txt_0236";"creer-presentation";"h3";"sous_titre";"Étapes de création";"[AUTO] Étapes de création";"TODO"
"txt_0237";"creer-presentation";"h3";"sous_titre";"Ajouter des vignettes à la présentation";"[AUTO] Ajouter des vignettes à la présentation";"TODO"
"txt_0238";"creer-presentation";"p";"paragraphe";"Vous pouvez créer vos propres présentations fixes avec les vignettes et mots-clés de votre choix.";"[AUTO] Vous pouvez créer vos propres présentations fixes avec les vignettes et mots-clés de votre choix.";"TODO"
"txt_0239";"creer-presentation";"p";"paragraphe";"Pour une sélection multiple, maintenez Ctrl et cliquez sur chaque vignette, puis utilisez les outils d'alignement :";"[AUTO] Pour une sélection multiple, maintenez Ctrl et cliquez sur chaque vignette, puis utilisez les outils d'alignement :";"TODO"
"txt_0240";"creer-presentation";"p";"paragraphe";"Cliquez sur la **disquette** pour enregistrer votre présentation.";"[AUTO] Cliquez sur la **disquette** pour enregistrer votre présentation.";"TODO"
"txt_0241";"creer-presentation";"li";"liste";"Cliquez sur l'onglet **« Paramètres »**";"[AUTO] Cliquez sur l'onglet **« Paramètres »**";"TODO"
"txt_0242";"creer-presentation";"li";"liste";"Cliquez sur **« Administration »**";"[AUTO] Cliquez sur **« Administration »**";"TODO"
"txt_0243";"creer-presentation";"li";"liste";"Cliquez sur **« Général »**";"[AUTO] Cliquez sur **« Général »**";"TODO"
"txt_0244";"creer-presentation";"li";"liste";"Cochez **« Mode expert »**";"[AUTO] Cochez **« Mode expert »**";"TODO"
"txt_0245";"creer-presentation";"li";"liste";"Cliquez sur l'onglet **« Présentation »**";"[AUTO] Cliquez sur l'onglet **« Présentation »**";"TODO"
"txt_0246";"creer-presentation";"li";"liste";"Une fenêtre s'ouvre : cliquez sur **« Présentations libres »**";"[AUTO] Une fenêtre s'ouvre : cliquez sur **« Présentations libres »**";"TODO"
"txt_0247";"creer-presentation";"li";"liste";"Cliquez sur **« Créer une présentation libre »**";"[AUTO] Cliquez sur **« Créer une présentation libre »**";"TODO"
"txt_0248";"creer-presentation";"li";"liste";"Nommez votre présentation";"[AUTO] Nommez votre présentation";"TODO"
"txt_0249";"creer-presentation";"li";"liste";"Cliquez sur le petit **+**";"[AUTO] Cliquez sur le petit **+**";"TODO"
"txt_0250";"creer-presentation";"li";"liste";"Une fenêtre s'ouvre : cliquez sur **« Vignette avec attributs »**";"[AUTO] Une fenêtre s'ouvre : cliquez sur **« Vignette avec attributs »**";"TODO"
"txt_0251";"creer-presentation";"li";"liste";"Maintenez le clic gauche et dessinez un carré ou rectangle, puis double-cliquez dans la vignette créée";"[AUTO] Maintenez le clic gauche et dessinez un carré ou rectangle, puis double-cliquez dans la vignette créée";"TODO"
"txt_0252";"creer-presentation";"li";"liste";"Une fenêtre s'ouvre : recherchez le mot-clé souhaité, puis double-cliquez dessus";"[AUTO] Une fenêtre s'ouvre : recherchez le mot-clé souhaité, puis double-cliquez dessus";"TODO"
"txt_0253";"creer-presentation";"li";"liste";"Le mot-clé s'affiche dans le tableau à droite";"[AUTO] Le mot-clé s'affiche dans le tableau à droite";"TODO"
"txt_0254";"creer-presentation";"li";"liste";"Cliquez sur **« Valider »** - Recommencez pour chaque vignette";"[AUTO] Cliquez sur **« Valider »** - Recommencez pour chaque vignette";"TODO"
"txt_0255";"creer-presentation";"li";"liste";"**Même largeur** : uniformise la largeur";"[AUTO] **Même largeur** : uniformise la largeur";"TODO"
"txt_0256";"creer-presentation";"li";"liste";"**Aligné en bas/haut** : aligne verticalement";"[AUTO] **Aligné en bas/haut** : aligne verticalement";"TODO"
"txt_0257";"creer-presentation";"li";"liste";"**Aligné à gauche/droite** : aligne horizontalement";"[AUTO] **Aligné à gauche/droite** : aligne horizontalement";"TODO"
"txt_0258";"diaporama";"h2";"titre_section";"🎞️ 12. Diaporama";"[AUTO] 🎞️ 12. Diaporama";"TODO"
"txt_0259";"diaporama";"h3";"sous_titre";"Lancer un diaporama";"[AUTO] Lancer un diaporama";"TODO"
"txt_0260";"diaporama";"p";"paragraphe";"Le diaporama permet d'afficher toutes les photos d'un dossier patient en plein écran.";"[AUTO] Le diaporama permet d'afficher toutes les photos d'un dossier patient en plein écran.";"TODO"
"txt_0261";"diaporama";"p";"paragraphe";"Si vous souhaitez n'afficher que certaines photos, sélectionnez-les d'abord puis cliquez sur « Diaporama ».";"[AUTO] Si vous souhaitez n'afficher que certaines photos, sélectionnez-les d'abord puis cliquez sur « Diaporama ».";"TODO"
"txt_0262";"diaporama";"li";"liste";"Sélectionnez le patient";"[AUTO] Sélectionnez le patient";"TODO"
"txt_0263";"diaporama";"li";"liste";"Cliquez sur **« Affichage »**";"[AUTO] Cliquez sur **« Affichage »**";"TODO"
"txt_0264";"diaporama";"li";"liste";"Cliquez sur **« Diaporama »**";"[AUTO] Cliquez sur **« Diaporama »**";"TODO"
"txt_0265";"diaporama";"li";"liste";"Utilisez les flèches pour faire défiler les photos";"[AUTO] Utilisez les flèches pour faire défiler les photos";"TODO"
"txt_0266";"diaporama";"note";"note_tip";"💡 Conseil | Pour quitter le diaporama, appuyez sur la touche Échap de votre clavier.";"[AUTO] 💡 Conseil | Pour quitter le diaporama, appuyez sur la touche Échap de votre clavier.";"TODO"
"txt_0267";"comparateur";"h2";"titre_section";"🔍 13. Comparer des photos";"[AUTO] 🔍 13. Comparer des photos";"TODO"
"txt_0268";"comparateur";"h3";"sous_titre";"Comparer deux photos (mode 2 Vues)";"[AUTO] Comparer deux photos (mode 2 Vues)";"TODO"
"txt_0269";"comparateur";"h3";"sous_titre";"Comparateur en colonne ou ligne";"[AUTO] Comparateur en colonne ou ligne";"TODO"
"txt_0270";"comparateur";"h3";"sous_titre";"Comparateur par séances protocole";"[AUTO] Comparateur par séances protocole";"TODO"
"txt_0271";"comparateur";"p";"paragraphe";"Kitview offre plusieurs outils pour comparer des photos et montrer l'évolution d'un traitement.";"[AUTO] Kitview offre plusieurs outils pour comparer des photos et montrer l'évolution d'un traitement.";"TODO"
"txt_0272";"comparateur";"p";"paragraphe";"Le comparateur permet de comparer plusieurs photos sélectionnées :";"[AUTO] Le comparateur permet de comparer plusieurs photos sélectionnées :";"TODO"
"txt_0273";"comparateur";"p";"paragraphe";"Utilisez les flèches pour faire défiler les photos. La photo de référence (gauche ou haut) reste figée.";"[AUTO] Utilisez les flèches pour faire défiler les photos. La photo de référence (gauche ou haut) reste figée.";"TODO"
"txt_0274";"comparateur";"p";"paragraphe";"Les photos défilent automatiquement par date de prise de vue.";"[AUTO] Les photos défilent automatiquement par date de prise de vue.";"TODO"
"txt_0275";"comparateur";"p";"paragraphe";"Si vous respectez un protocole précis lors des prises de photos, cette fonctionnalité permet de comparer les séances dans le temps.";"[AUTO] Si vous respectez un protocole précis lors des prises de photos, cette fonctionnalité permet de comparer les séances dans le temps.";"TODO"
"txt_0276";"comparateur";"p";"paragraphe";"Les photos du premier RDV restent statiques (en haut ou à gauche) et celles des RDV suivants défilent par date.";"[AUTO] Les photos du premier RDV restent statiques (en haut ou à gauche) et celles des RDV suivants défilent par date.";"TODO"
"txt_0277";"comparateur";"li";"liste";"Cliquez sur l'onglet **« 2 Vues »**";"[AUTO] Cliquez sur l'onglet **« 2 Vues »**";"TODO"
"txt_0278";"comparateur";"li";"liste";"Sélectionnez les deux photos à comparer";"[AUTO] Sélectionnez les deux photos à comparer";"TODO"
"txt_0279";"comparateur";"li";"liste";"Pour verrouiller une photo, cliquez sur le **petit cadenas**";"[AUTO] Pour verrouiller une photo, cliquez sur le **petit cadenas**";"TODO"
"txt_0280";"comparateur";"li";"liste";"La photo verrouillée reste fixe tandis que l'autre peut défiler";"[AUTO] La photo verrouillée reste fixe tandis que l'autre peut défiler";"TODO"
"txt_0281";"comparateur";"li";"liste";"Sélectionnez les photos à comparer";"[AUTO] Sélectionnez les photos à comparer";"TODO"
"txt_0282";"comparateur";"li";"liste";"Cliquez sur l'icône du comparateur souhaité : **Comparateur en colonne** (manuel ou automatique)";"[AUTO] Cliquez sur l'icône du comparateur souhaité : **Comparateur en colonne** (manuel ou automatique)";"TODO"
"txt_0283";"comparateur";"li";"liste";"**Comparateur en ligne** (manuel ou automatique)";"[AUTO] **Comparateur en ligne** (manuel ou automatique)";"TODO"
"txt_0284";"comparateur";"li";"liste";"Cliquez sur l'onglet **« Présentation »**";"[AUTO] Cliquez sur l'onglet **« Présentation »**";"TODO"
"txt_0285";"comparateur";"li";"liste";"Cliquez sur l'onglet **« Comparateur »**";"[AUTO] Cliquez sur l'onglet **« Comparateur »**";"TODO"
"txt_0286";"comparateur";"li";"liste";"Sélectionnez les photos à présenter (ex: les 3 intrabuccales)";"[AUTO] Sélectionnez les photos à présenter (ex: les 3 intrabuccales)";"TODO"
"txt_0287";"comparateur";"li";"liste";"Choisissez le mode : Horizontal/Vertical, Manuel/Automatique";"[AUTO] Choisissez le mode : Horizontal/Vertical, Manuel/Automatique";"TODO"
"txt_0288";"comparateur";"note";"note_tip";"💡 Conseil | Pour quitter le comparateur, appuyez sur Échap .";"[AUTO] 💡 Conseil | Pour quitter le comparateur, appuyez sur Échap .";"TODO"
"txt_0289";"courrier";"h2";"titre_section";"✉️ 14. Modèles de courrier";"[AUTO] ✉️ 14. Modèles de courrier";"TODO"
"txt_0290";"courrier";"h3";"sous_titre";"Utiliser un modèle existant";"[AUTO] Utiliser un modèle existant";"TODO"
"txt_0291";"courrier";"h3";"sous_titre";"Créer un nouveau modèle de courrier";"[AUTO] Créer un nouveau modèle de courrier";"TODO"
"txt_0292";"courrier";"p";"paragraphe";"Kitview permet d'utiliser des modèles de courrier avec des champs de fusion qui reprennent automatiquement les informations des patients (nom, prénom, adresse, photos...).";"[AUTO] Kitview permet d'utiliser des modèles de courrier avec des champs de fusion qui reprennent automatiquement les informations des patients (nom, prénom, adresse, photos...).";"TODO"
"txt_0293";"courrier";"p";"paragraphe";"Passez en mode **« Création »** pour voir et modifier les champs de fusion (ex: &lt;Prenom&gt;, &lt;Nom&gt;, &lt;Date du jour&gt;...).";"[AUTO] Passez en mode **« Création »** pour voir et modifier les champs de fusion (ex: &lt;Prenom&gt;, &lt;Nom&gt;, &lt;Date du jour&gt;...).";"TODO"
"txt_0294";"courrier";"li";"liste";"Sélectionnez le patient";"[AUTO] Sélectionnez le patient";"TODO"
"txt_0295";"courrier";"li";"liste";"Cliquez sur l'onglet **« Courrier »**";"[AUTO] Cliquez sur l'onglet **« Courrier »**";"TODO"
"txt_0296";"courrier";"li";"liste";"Sélectionnez le modèle souhaité dans la liste";"[AUTO] Sélectionnez le modèle souhaité dans la liste";"TODO"
"txt_0297";"courrier";"li";"liste";"Le courrier s'ouvre avec les informations du patient pré-remplies";"[AUTO] Le courrier s'ouvre avec les informations du patient pré-remplies";"TODO"
"txt_0298";"courrier";"li";"liste";"Cliquez sur l'onglet **« Courrier »**";"[AUTO] Cliquez sur l'onglet **« Courrier »**";"TODO"
"txt_0299";"courrier";"li";"liste";"Sélectionnez un modèle existant comme base";"[AUTO] Sélectionnez un modèle existant comme base";"TODO"
"txt_0300";"courrier";"li";"liste";"Cliquez sur **« Création »**";"[AUTO] Cliquez sur **« Création »**";"TODO"
"txt_0301";"courrier";"li";"liste";"Cliquez sur **« Nouveau »** pour un document vierge";"[AUTO] Cliquez sur **« Nouveau »** pour un document vierge";"TODO"
"txt_0302";"courrier";"li";"liste";"Dans **« Propriétés Page »**, cochez **« Paysage »** si besoin";"[AUTO] Dans **« Propriétés Page »**, cochez **« Paysage »** si besoin";"TODO"
"txt_0303";"courrier";"li";"liste";"**Ajouter du texte** : Cliquez sur « Ajouter » → « Ajouter texte », dessinez une zone, double-cliquez pour saisir";"[AUTO] **Ajouter du texte** : Cliquez sur « Ajouter » → « Ajouter texte », dessinez une zone, double-cliquez pour saisir";"TODO"
"txt_0304";"courrier";"li";"liste";"**Ajouter une image (champ fusion)** : Cliquez sur « Ajouter » → « Champ image », dessinez une zone, double-cliquez et sélectionnez le champ souhaité";"[AUTO] **Ajouter une image (champ fusion)** : Cliquez sur « Ajouter » → « Champ image », dessinez une zone, double-cliquez et sélectionnez le champ souhaité";"TODO"
"txt_0305";"courrier";"li";"liste";"Cliquez sur **« Aperçu »** pour vérifier le résultat";"[AUTO] Cliquez sur **« Aperçu »** pour vérifier le résultat";"TODO"
"txt_0306";"courrier";"li";"liste";"Cliquez sur **« Enregistrer »**";"[AUTO] Cliquez sur **« Enregistrer »**";"TODO"
"txt_0307";"courrier";"li";"liste";"Sélectionnez le dossier **« Letters »**";"[AUTO] Sélectionnez le dossier **« Letters »**";"TODO"
"txt_0308";"courrier";"li";"liste";"Nommez votre fichier et cliquez sur **« Enregistrer »**";"[AUTO] Nommez votre fichier et cliquez sur **« Enregistrer »**";"TODO"
"txt_0309";"courrier";"note";"note_info";"ℹ️ Prérequis | Les photos doivent être bien identifiées (mots-clés) pour que les champs de fusion fonctionnent correctement.";"[AUTO] ℹ️ Prérequis | Les photos doivent être bien identifiées (mots-clés) pour que les champs de fusion fonctionnent correctement.";"TODO"
"txt_0310";"portfolio";"h2";"titre_section";"📊 15. Portfolio et présentation PowerPoint";"[AUTO] 📊 15. Portfolio et présentation PowerPoint";"TODO"
"txt_0311";"portfolio";"h3";"sous_titre";"Exemple : Toutes les intrabuccales de tous les patients";"[AUTO] Exemple : Toutes les intrabuccales de tous les patients";"TODO"
"txt_0312";"portfolio";"p";"paragraphe";"Le Portfolio permet de regrouper des photos de plusieurs patients et de générer automatiquement une présentation PowerPoint.";"[AUTO] Le Portfolio permet de regrouper des photos de plusieurs patients et de générer automatiquement une présentation PowerPoint.";"TODO"
"txt_0313";"portfolio";"p";"paragraphe";"La présentation s'ouvre automatiquement dans PowerPoint. Vous pouvez alors ajouter du texte, modifier la mise en page, etc.";"[AUTO] La présentation s'ouvre automatiquement dans PowerPoint. Vous pouvez alors ajouter du texte, modifier la mise en page, etc.";"TODO"
"txt_0314";"portfolio";"li";"liste";"Cliquez sur l'onglet **« Tous »** dans l'arborescence";"[AUTO] Cliquez sur l'onglet **« Tous »** dans l'arborescence";"TODO"
"txt_0315";"portfolio";"li";"liste";"Sélectionnez la catégorie souhaitée (ex: **« Intrabuccales »**)";"[AUTO] Sélectionnez la catégorie souhaitée (ex: **« Intrabuccales »**)";"TODO"
"txt_0316";"portfolio";"li";"liste";"Cliquez sur **« Filtrer la population selon la collection »**";"[AUTO] Cliquez sur **« Filtrer la population selon la collection »**";"TODO"
"txt_0317";"portfolio";"li";"liste";"Cliquez sur **« Sélectionner tous les patients »**";"[AUTO] Cliquez sur **« Sélectionner tous les patients »**";"TODO"
"txt_0318";"portfolio";"li";"liste";"Cliquez sur l'onglet **« Portfolio »**";"[AUTO] Cliquez sur l'onglet **« Portfolio »**";"TODO"
"txt_0319";"portfolio";"li";"liste";"Toutes les photos correspondantes s'affichent";"[AUTO] Toutes les photos correspondantes s'affichent";"TODO"
"txt_0320";"portfolio";"li";"liste";"Sélectionnez les photos à intégrer et glissez-déposez dans la zone de droite";"[AUTO] Sélectionnez les photos à intégrer et glissez-déposez dans la zone de droite";"TODO"
"txt_0321";"portfolio";"li";"liste";"Cliquez sur l'icône PowerPoint et choisissez le nombre d'images par diapositive";"[AUTO] Cliquez sur l'icône PowerPoint et choisissez le nombre d'images par diapositive";"TODO"
"txt_0322";"portfolio";"note";"note_warning";"⚠️ Important | Pensez à enregistrer votre présentation PowerPoint après les modifications.";"[AUTO] ⚠️ Important | Pensez à enregistrer votre présentation PowerPoint après les modifications.";"TODO"
"txt_0323";"filtre-population";"h2";"titre_section";"🔍 16. Filtre de population";"[AUTO] 🔍 16. Filtre de population";"TODO"
"txt_0324";"filtre-population";"h3";"sous_titre";"Exemple : Afficher toutes les radios panoramiques";"[AUTO] Exemple : Afficher toutes les radios panoramiques";"TODO"
"txt_0325";"filtre-population";"p";"paragraphe";"Les filtres de population permettent de faire des recherches par type d'objet ou de photos pour un ou plusieurs patients. Les filtres sont organisés par catégorie.";"[AUTO] Les filtres de population permettent de faire des recherches par type d'objet ou de photos pour un ou plusieurs patients. Les filtres sont organisés par catégorie.";"TODO"
"txt_0326";"filtre-population";"li";"liste";"Cliquez dans l'onglet **« Tous »**";"[AUTO] Cliquez dans l'onglet **« Tous »**";"TODO"
"txt_0327";"filtre-population";"li";"liste";"Cliquez sur **« Radio »** puis **« Panoramique »** (ou une autre catégorie)";"[AUTO] Cliquez sur **« Radio »** puis **« Panoramique »** (ou une autre catégorie)";"TODO"
"txt_0328";"filtre-population";"li";"liste";"Cliquez sur **« Filtrer la population selon la collection »**";"[AUTO] Cliquez sur **« Filtrer la population selon la collection »**";"TODO"
"txt_0329";"filtre-population";"li";"liste";"Cliquez sur **« Sélectionner tous les patients »**";"[AUTO] Cliquez sur **« Sélectionner tous les patients »**";"TODO"
"txt_0330";"filtre-population";"li";"liste";"Résultat : toutes les radios panoramiques de tous vos patients s'affichent";"[AUTO] Résultat : toutes les radios panoramiques de tous vos patients s'affichent";"TODO"
"txt_0331";"filtre-population";"li";"liste";"Vous pouvez aller dans chaque dossier patient pour retrouver la radio correspondante";"[AUTO] Vous pouvez aller dans chaque dossier patient pour retrouver la radio correspondante";"TODO"
